county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Crittenden County,Arkansas,Report 338: Loud screams menace hunters along Mississippi River around 4:00 am,35.146390000000004,-90.18444,1983-10-15,338.0,Class B,9ypzgy1ww1,75.04,64.71000000000001,54.38,43.5,0.58,0.0,0.31,0.0,0.0,,1021.04,Clear throughout the day.,5.0,8.79,134.0,4.62
Fulton County,Arkansas,Report 40020: Man has a close daytime encounter with a probable Bigfoot family outside Hardy,36.33205,-91.52025,2008-01-15,40020.0,Class A,9yqytqhcx9,41.75,35.33,28.91,20.55,0.64,0.04,0.25,0.0003,0.41,snow,1022.77,Clear throughout the day.,3.0,9.5,85.0,2.04
Greene County,Arkansas,Report 2774: Large bipedal animal observes couple parking behind school gymnasium,36.12083,-90.51056,1988-01-10,2774.0,Class A,9yrtkrs5p4,26.43,16.815,7.2,8.21,0.72,0.19,0.7,0.0,0.0,,1032.65,Partly cloudy in the morning.,2.0,7.96,28.0,2.3
Mohave County,Arizona,,,,,1853.0,Class A,,,,,,,,,,,,,,,,,
Maricopa County,Arizona,,,,,25975.0,Class A,,,,,,,,,,,,,,,,,
Greenlee County,Arizona,Report 7566: Bow hunter has daylight sighting near Alpine.,33.6247,-109.3191,1993-09-04,7566.0,Class A,9tfr23hq06,92.6,76.92,61.24,53.15,0.46,0.54,0.61,,,rain,,"Mostly cloudy starting in the afternoon, continuing until evening.",10.0,10.0,233.0,1.6
Graham County,Arizona,,,,,489.0,Class B,,,,,,,,,,,,,,,,,
Gila County,Arizona,,,,,1606.0,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,35.241,-111.8634,1973-12-20,24405.0,Class A,9w22qrrt9y,47.88,31.040000000000006,14.2,12.52,0.51,0.09,0.88,0.0,0.0,,1028.53,"Partly cloudy starting in the afternoon, continuing until evening.",3.0,9.85,45.0,3.42
Cochise County,Arizona,Report 24052: Man recounts boyhood experience of hearing a terrifying scream while hunting near the San Pedro River,31.63,-110.177,1972-01-01,24052.0,Class B,9t9euy5d1g,60.44,48.015,35.59,37.53,0.64,0.43,0.53,0.0,0.0,,1016.96,Partly cloudy until afternoon.,2.0,10.0,145.0,2.01
Apache County,Arizona,Report 8685: Morning sighting in the Lukachukai Mountains of northeast Arizona,36.54165,-109.29,1981-11-07,8685.0,Class A,9w6rch1qw3,50.93,41.93,32.93,38.36,0.77,0.67,0.35,,,rain,1017.22,Mostly cloudy until evening.,2.0,9.88,274.0,4.16
Ventura County,California,,,,,3684.0,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,Report 1229: Boy Scout has late night sighting above Porterville,36.10222,-118.8489,1955-08-01,1229.0,Class A,9q7mrs0yev,96.32,83.03,69.74,51.69,0.37,0.25,0.43,0.0,0.0,,1013.27,Partly cloudy starting in the afternoon.,9.0,9.46,281.0,2.33
Tehama County,California,Report 849: Girl has daytime sighting near Payne's Creek,40.33556,-121.9139,1968-11-01,849.0,Class A,9r1m3yc58j,68.46,60.59,52.72,45.49,0.72,0.73,0.39,,,rain,1020.46,Overcast throughout the day.,2.0,8.0,91.0,0.87
Sutter County,California,Report 9202: Man remembers childhood daytime sighting along the Feather River,39.205,-121.58,1965-07-01,9202.0,Class A,9qcx13h1st,89.85,76.33,62.81,52.78,0.57,0.04,0.1,0.0,0.0,,1015.03,Partly cloudy in the morning.,11.0,9.34,249.0,2.01
Stanislaus County,California,Report 14338: Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains,37.39555,-121.4871,1869-11-10,14338.0,Class A,9q9serxuc7,,,,,,,,,,,,,,,,
Sonoma County,California,,,,,2864.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 2896: Sister and brother see 3 creatures near Yreka,41.82417,-122.9958,1944-08-01,2896.0,Class A,9r2tcjv5qn,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,1792.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 1473: Family has early evening sighting near Weed,41.42806,-122.3839,1966-09-01,1473.0,Class A,9r2gxjdzbq,79.22,62.8,46.38,41.14,0.48,0.06,0.55,0.0,0.0,,1017.56,Partly cloudy in the morning.,8.0,9.64,330.0,6.12
Siskiyou County,California,Report 12294: Daylight sighting near Happy Camp,41.75,-123.35,1967-03-10,12294.0,Class A,9r2m90772s,35.08,26.54,18.0,27.69,0.83,1.0,0.98,0.0289,1.0,rain,1002.33,Foggy throughout the day.,3.0,2.72,257.0,3.31
Siskiyou County,California,Report 5637: Campers have frightening experience in the Marble Mountains Wilderness,41.31917,-123.1778,1977-07-01,5637.0,Class B,9r27j1btt5,73.66,63.175,52.69,55.31,0.69,0.8,0.53,0.0036,0.44,rain,1013.74,Light rain in the morning.,6.0,9.19,281.0,1.76
Siskiyou County,California,,,,,1058.0,Class B,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,174.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,2842.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 13424: Trail bike rider describes being briefly chased at night near Happy Camp,41.75,-123.35,1993-12-15,13424.0,Class A,9r2m90772s,48.76,41.285,33.81,37.53,0.82,0.5,0.09,0.0002,0.48,rain,1017.24,Partly cloudy throughout the day.,1.0,8.72,312.0,5.97
Siskiyou County,California,Report 8069: Witness hears late night screams near Yreka,41.72944,-122.6361,1994-07-15,8069.0,Class B,9r2v3ke5eg,91.29,73.88,56.47,46.26,0.41,0.13,0.24,0.0,0.0,,1014.57,Partly cloudy overnight.,10.0,9.45,344.0,6.4
Siskiyou County,California,Report 22431: Forestry workers report possbile encounter along the Klamath River near Orleans,41.23598,-123.292,1997-08-23,22431.0,Class B,9r26d6v8bp,75.04,65.55000000000001,56.06,53.82,0.7,0.34,0.7,0.0045,0.39,rain,1016.71,Partly cloudy starting in the afternoon.,7.0,9.4,178.0,3.4
Siskiyou County,California,Report 22434: Backpacker sighting off the PCT in the Marble Mountains Wilderness,41.28996,-123.056,1998-08-03,22434.0,Class A,9r26zu977q,86.64,73.885,61.13,53.4,0.53,0.06,0.35,0.0,0.0,,1017.8,Clear throughout the day.,10.0,8.38,352.0,4.81
Siskiyou County,California,,,,,2862.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,2861.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 1391: Man has late night sighting north of Redding,41.45833,-122.4306,1999-03-04,1391.0,Class A,9r2gy52b20,41.47,34.155,26.84,24.84,0.67,0.59,0.58,0.0008,0.14,snow,1020.98,Partly cloudy throughout the day.,3.0,9.57,328.0,4.83
Siskiyou County,California,Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge,41.3657,-123.1317,2000-07-20,2928.0,Class A,9r27q46hxm,79.92,68.81,57.7,51.45,0.58,0.28,0.63,0.0,0.0,,1016.25,Partly cloudy throughout the day.,9.0,9.56,340.0,4.3
Siskiyou County,California,Report 4630: Afternoon sighting by hiker outside Dunsmuir,41.21361,-122.2703,2001-06-15,4630.0,Class A,9r343wtqxt,81.11,64.50999999999999,47.91,44.22,0.48,0.04,0.8,0.0,0.0,,1016.51,Clear throughout the day.,11.0,9.76,352.0,4.68
Siskiyou County,California,,,,,3056.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,5284.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,7637.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,5220.0,Class B,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,5649.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,6651.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,,,,,6824.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 13839: Possible vocals heard by family camping near Happy Camp,41.8111,-123.375,2006-07-15,13839.0,Class B,9r2mbe3p61,75.64,65.685,55.73,53.51,0.66,0.31,0.67,0.0,0.0,,1017.99,Partly cloudy until afternoon.,8.0,8.14,335.0,5.0
Siskiyou County,California,Report 21354: Multi-witness road-crossing sighting on Hwy 96 outside Happy Camp,41.8333,-123.1668,2007-09-11,21354.0,Class A,9r2mvr88ts,78.45,66.765,55.08,43.91,0.49,0.25,0.01,0.0001,0.09,rain,1016.39,Partly cloudy in the morning.,5.0,8.91,132.0,1.34
Siskiyou County,California,,,,,12405.0,Class B,,,,,,,,,,,,,,,,,
Siskiyou County,California,Report 26116: Man has close encounter near Oregon border,41.98645,-123.1749,2009-06-03,26116.0,Class A,9r2qv56ubc,63.45,58.625,53.8,52.49,0.84,0.6,0.38,0.0049,0.68,rain,1013.74,Mostly cloudy throughout the day.,9.0,7.93,2.0,1.07
Siskiyou County,California,Report 27609: Daughter and Mother both observe a large dark creature in the Klamath River bottom,41.65925,-123.4498,2010-04-22,27609.0,Class A,9r2hyzfdep,59.09,50.39,41.69,38.42,0.66,0.15,0.29,0.0,0.0,,1015.68,Partly cloudy in the morning and breezy until afternoon.,9.0,7.94,344.0,14.87
Siskiyou County,California,,,,,27819.0,Class A,,,,,,,,,,,,,,,,,
Siskiyou County,California,"Report 32654: Family has sighting while driving along Hwy 96 near Yreka, CA",41.845,-122.575,2011-12-03,32654.0,Class A,9r2y49xsg3,48.39,36.205,24.02,21.39,0.58,0.1,0.29,0.0,0.0,,1029.95,Clear throughout the day.,2.0,9.14,357.0,5.83
Sonoma County,California,Report 6971: Couple hear late night scream near Fort Ross,38.51639,-123.24,1981-07-02,6971.0,Class B,9qb75eeq5z,85.75,70.525,55.3,53.48,0.63,0.34,0.04,,,rain,1011.4,Partly cloudy in the morning.,11.0,8.73,233.0,6.56
Sonoma County,California,Report 8598: Daylight Sighting by Hikers Near Bennett Mountain,38.415,-122.585,1986-07-01,8598.0,Class B,9qbfd90rd7,88.2,72.37,56.54,52.33,0.55,0.07,0.83,,,rain,1013.99,Clear throughout the day.,11.0,9.26,248.0,5.69
Sonoma County,California,Report 3169: Man sees creature crossing road near Petaluma,38.25583,-122.5833,1991-01-01,3169.0,Class A,9qbcds3865,52.81,44.36,35.91,31.06,0.64,0.58,0.54,0.0,0.0,,1022.3,Partly cloudy throughout the day.,1.0,6.96,66.0,7.25
Sonoma County,California,Report 25260: Nighttime sighting (in headlights) by law enforcement officer on patrol near Cloverdale,38.83996,-123.0585,2007-09-08,25260.0,Class A,9qbkzwxe1j,69.63,62.165,54.7,50.07,0.7,0.23,0.91,0.0,0.0,,1013.27,Partly cloudy in the morning.,7.0,8.95,236.0,4.43
Stanislaus County,California,"Report 25009: Youngsters encounter large, grey creature in a sugar beet field",37.475,-121.07,1962-08-14,25009.0,Class A,9q9vhype8w,79.35,68.695,58.04,50.18,0.5,0.2,0.46,0.0,0.0,,1016.46,Partly cloudy in the morning.,9.0,8.63,316.0,6.89
Tehama County,California,Report 7731: Hunting Partners Have Early Morning Roadway Sighting,39.92778,-122.1781,1973-10-15,7731.0,Class A,9r155u8s5v,81.86,67.775,53.69,50.27,0.61,0.28,0.63,0.0,0.0,,1016.51,Partly cloudy until afternoon.,4.0,9.05,330.0,1.94
Tehama County,California,Report 6706: Hikers see large print in Yolla Bolly Wilderness,40.0625,-123.2208,1975-06-01,6706.0,Class B,9r07uj1kgr,79.7,66.63,53.56,54.6,0.65,0.53,0.74,0.0001,0.32,rain,1012.28,Partly cloudy throughout the day.,9.0,9.06,172.0,3.04
Tehama County,California,,,,,1114.0,Class A,,,,,,,,,,,,,,,,,
Tehama County,California,,,,,23030.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,Report 6962: Friends hear late night scream near Garberville,40.20556,-123.4908,1964-11-01,6962.0,Class B,9r0htzhwrg,55.13,51.625,48.12,50.02,0.87,0.93,0.92,0.0053,0.55,rain,1009.95,Overcast throughout the day and breezy overnight.,2.0,7.85,165.0,11.22
Trinity County,California,,,,,160.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,7352.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,2579.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,2581.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,Report 7773: Hunters hear late night screams in the Trinity Alps Wilderness,40.9913,-122.8719,1980-09-30,7773.0,Class B,9r295yprth,83.95,67.345,50.74,45.64,0.49,0.07,0.73,0.0002,0.36,rain,1018.83,Clear throughout the day.,5.0,8.0,336.0,2.19
Trinity County,California,Report 14642: Evening road crossing sighting near Lewiston (Hwy 299),40.6789,-122.8055,1982-08-09,14642.0,Class A,9r0xmmrgb2,81.49,70.49,59.49,53.04,0.54,0.14,0.66,0.0,0.0,,1014.07,Partly cloudy in the evening.,8.0,8.69,173.0,1.51
Trinity County,California,,,,,2490.0,Class A,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,2819.0,Class A,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,2820.0,Class A,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,2873.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,596.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,533.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,405.0,Class A,,,,,,,,,,,,,,,,,
Trinity County,California,Report 13419: Firefighter describes multiple-witness sighting during the Loma Fire,40.7485,-123.2718,2003-09-15,13419.0,Class A,9r0rffh1ny,74.2,62.855,51.51,48.18,0.59,0.1,0.66,0.0,0.0,,1013.67,Clear throughout the day.,6.0,9.65,325.0,2.78
Trinity County,California,"Report 7115: Mountain runner spots large, deep footprints on Stuart Fork Trail in Trinity Alps",40.98333,-122.6986,2003-10-14,7115.0,Class B,9r29puv95q,70.79,56.87000000000001,42.95,37.24,0.5,0.1,0.64,0.0003,0.36,rain,1018.15,Clear throughout the day.,4.0,9.92,341.0,3.98
Trinity County,California,,,,,7231.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,,,,,8729.0,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,Report 27327: Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,41.1139,-122.7,2010-08-29,27327.0,Class B,9r29zus9ff,67.09,58.83,50.57,42.86,0.58,0.35,0.66,0.0,0.0,,1012.12,Partly cloudy starting in the evening.,7.0,9.65,339.0,4.69
Tulare County,California,"Report 12328: Hunters are awakened by loud, repetitive vocalizations in Monache Meadows",36.1894,-118.1729,1979-10-01,12328.0,Class B,9q7vyuj4ec,89.83,74.38,58.93,48.16,0.42,0.26,0.35,0.0004,0.33,rain,1013.8,Partly cloudy until evening.,6.0,9.72,154.0,1.6
Tulare County,California,"Report 11407: Two young men camping in the high country, hear vocals",36.05361,-118.5347,1985-10-27,11407.0,Class B,9q7tnemet2,79.21,66.205,53.2,42.42,0.51,0.13,0.47,0.0,0.0,,1013.03,Partly cloudy starting in the evening.,4.0,6.55,130.0,0.83
Tulare County,California,Report 2794: Woman has early evening sighting near Kennedy Meadows,36.05278,-118.1303,1987-05-31,2794.0,Class A,9q7vpghnst,88.78,73.195,57.61,43.95,0.37,0.08,0.13,0.0,0.0,,1011.88,Clear throughout the day.,13.0,9.08,288.0,7.13
Tulare County,California,,,,,2183.0,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,,,,,2877.0,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,,,,,2878.0,Class C,,,,,,,,,,,,,,,,,
Tulare County,California,Report 9357: Workers have daytime sighting on Tule River Indian Reservation,36.0438,-118.7402,2000-05-01,9357.0,Class A,9q7t41842g,87.5,70.65,53.8,42.21,0.39,0.13,0.91,0.0,0.0,,1014.35,Clear throughout the day.,10.0,9.66,290.0,3.29
Tulare County,California,,,,,2431.0,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,Report 6922: Campers have rocks thrown at them near Mineral King,36.4525,-118.6092,2001-06-01,6922.0,Class B,9q7xkgzrjq,98.94,79.22,59.5,49.81,0.33,0.05,0.36,0.0,0.0,,1007.69,Clear throughout the day.,14.0,9.92,282.0,6.74
Tulare County,California,Report 3121: Hiker hears loud scream in Sequoia National Park,36.22306,-118.6744,2001-09-06,3121.0,Class B,9q7w56pyw5,90.01,74.4,58.79,44.5,0.36,0.02,0.62,0.0,0.0,,1010.98,Clear throughout the day.,9.0,9.95,296.0,5.83
Tulare County,California,Report 4887: Family has strange experience in Golden Trout Wilderness,36.10556,-118.5272,2002-09-03,4887.0,Class B,9q7tqug4hh,98.9,84.345,69.79,47.89,0.3,0.06,0.88,0.0,0.0,,1009.21,Clear throughout the day.,10.0,9.93,260.0,5.55
Tulare County,California,Report 19448: Possible vocalizations heard by campers near Monache Mountain,36.1999,-118.1666,2007-06-01,19448.0,Class B,9q7vzjcxww,94.54,79.355,64.17,47.89,0.36,0.13,0.53,0.0,0.0,,1008.33,Clear throughout the day.,13.0,9.96,264.0,5.03
Tulare County,California,Report 22815: Campers hear loud vocalizations near Kennedy Meadows,36.07081,-118.2084,2008-01-09,22815.0,Class B,9q7vnn7r8w,55.73,46.315,36.9,37.41,0.76,0.45,0.04,0.0,0.0,,1021.64,Partly cloudy until evening.,2.0,8.3,287.0,4.78
Tulare County,California,Report 24795: Campers hear lengthy call and response sequence between creatures in the Giant Sequoia National Monument,35.5803,-118.3804,2008-08-11,24795.0,Class B,9q7f6jnn28,98.51,81.825,65.14,42.2,0.28,0.01,0.34,0.0,0.0,,1010.22,Clear throughout the day.,12.0,10.0,241.0,3.68
Tulare County,California,Report 24877: Deer hunter comes across possible sasquatch tracks (w/ cell phone photo of one track),35.95835,-118.375,2008-10-17,24877.0,Class B,9q7ud61bwd,87.22,70.59,53.96,29.89,0.28,0.07,0.61,0.0,0.0,,1019.04,Clear throughout the day.,5.0,9.0,103.0,0.97
Tulare County,California,Report 24938: Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT,36.70835,-118.375,2008-10-27,24938.0,Class A,9qebf69cws,81.4,64.94500000000001,48.49,32.97,0.36,0.12,0.96,0.0,0.0,,1021.89,Clear throughout the day.,5.0,8.29,308.0,0.7
Tulare County,California,Report 42148: Possible nighttime encounters at a campground near Pine Flat Resort,35.84503,-118.6331,2013-09-13,42148.0,Class B,9q7eumqh2m,92.69,79.77,66.85,48.79,0.36,0.0,0.29,0.0,0.0,,1008.17,Clear throughout the day.,8.0,9.85,295.0,4.4
Tuolumne County,California,Report 2309: 10-Ft. Shrieking Monster reported near Cold Springs,38.1625,-120.0522,1963-01-27,2309.0,Class B,9qf9h5k8sv,40.84,36.74,32.64,31.68,0.86,0.83,0.08,0.0001,0.27,rain,1018.32,Mostly cloudy throughout the day.,2.0,2.94,192.0,0.53
Tuolumne County,California,Report 2310: Large prints found below Cold Springs,38.1625,-120.0522,1963-01-28,2310.0,Class B,9qf9h5k8sv,42.79,39.565,36.34,32.29,0.82,0.97,0.11,0.0006,0.37,rain,1015.62,Overcast throughout the day.,2.0,3.69,169.0,3.66
Tuolumne County,California,Report 1953: Deputy Sheriff sees strange footprints above Strawberry,38.23243,-119.984,1963-12-01,1953.0,Class B,9qf9t8n241,45.27,40.63500000000001,36.0,36.25,0.87,0.76,0.53,0.0,0.0,,1025.93,Mostly cloudy throughout the day.,2.0,3.95,126.0,2.03
Tuolumne County,California,Report 1954: Brothers have strange experience above Strawberry,38.29116,-119.7275,1971-08-06,1954.0,Class B,9qfcgd9n5j,92.57,77.655,62.74,52.44,0.46,0.3,0.49,0.0,0.0,,1012.04,Partly cloudy throughout the day.,10.0,9.83,264.0,1.54
Tuolumne County,California,Report 7097: Campers hear late night vocalizations at Carlon Station,37.81269,-119.8609,1977-01-10,7097.0,Class B,9qdz07xfys,46.84,39.575,32.31,32.01,0.83,0.57,0.68,0.0,0.0,,1023.61,Foggy in the morning.,2.0,2.8,324.0,0.42
Tuolumne County,California,Report 1955: Witness reports loud screaming near Strawberry,38.19753,-119.9811,1977-10-01,1955.0,Class B,9qf9mc8ktx,76.86,61.545,46.23,40.2,0.49,0.28,0.64,0.0,0.0,,1013.42,Partly cloudy starting in the afternoon.,5.0,10.0,324.0,2.73
Tuolumne County,California,"Report 2887: Loud, High-pitched Animal Screams Heard Outside a Cabin Late at Night",38.19753,-119.9811,1977-12-30,2887.0,Class B,9qf9mc8ktx,51.51,42.725,33.94,42.44,0.82,0.65,0.66,0.0,0.0,,1017.48,Mostly cloudy until evening.,1.0,8.66,206.0,3.54
Tuolumne County,California,Report 1301: Three witnesses have daytime sighting near Strawberry,38.19753,-119.9811,1978-07-30,1301.0,Class A,9qf9mc8ktx,93.75,77.6,61.45,49.94,0.43,0.06,0.87,0.0,0.0,,1012.41,Clear throughout the day.,12.0,9.97,269.0,2.39
Tuolumne County,California,Report 1090: Girl has daytime sighting near Twain Harte,38.06615,-120.1877,1978-08-01,1090.0,Class A,9qf8919zrs,95.49,77.735,59.98,53.96,0.42,0.02,0.93,0.0,0.0,,1008.71,Clear throughout the day.,12.0,9.81,235.0,4.11
Tuolumne County,California,Report 7676: Hunters have strange night experiences near Groundhog Meadow,38.2395,-119.8792,1978-09-15,7676.0,Class B,9qfc8169hp,81.72,66.775,51.83,49.6,0.58,0.08,0.46,0.0,0.0,,1015.88,Clear throughout the day.,8.0,9.77,135.0,0.94
Tuolumne County,California,Report 1919: Friends have night sighting above Sonora,38.03898,-120.2339,1983-10-25,1919.0,Class A,9qf82hb355,78.8,62.905,47.01,46.41,0.57,0.01,0.63,0.0,0.0,,1019.82,Clear throughout the day.,4.0,9.21,39.0,1.42
Tuolumne County,California,Report 816: Camper experiences strange night time visitor near Groveland,37.89917,-119.9997,1985-06-01,816.0,Class B,9qdxt76fsm,70.2,59.62000000000001,49.04,40.6,0.54,0.47,0.45,0.0,0.0,,1016.21,Mostly cloudy throughout the day.,10.0,9.99,256.0,4.18
Tuolumne County,California,Report 2333: Family hears late night screams near Long Barn,38.05141,-120.0508,1988-09-27,2333.0,Class B,9qf8kpj9t8,79.52,65.66,51.8,46.51,0.53,0.47,0.57,0.0,0.0,,1020.16,Mostly cloudy throughout the day.,5.0,9.48,330.0,4.63
Tuolumne County,California,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,38.26661,-119.8633,1993-06-15,2886.0,Class A,9qfc8qnpnt,82.19,70.64,59.09,46.33,0.45,0.04,0.86,0.0,0.0,,1011.97,Clear throughout the day.,14.0,9.71,266.0,4.06
